Entity,Year,Fossil by continent
Chile,1995,171.7881775
Chile,1996,190.4022522
Chile,1997,219.480011
Chile,1998,230.6433716
Chile,1999,248.3394928
Chile,2000,249.8732605
Chile,2001,244.2606201
Chile,2002,251.0786591
Chile,2003,251.5071411
Chile,2004,271.6159973
Chile,2005,273.3257141
Chile,2006,291.2199097
Chile,2007,311.9981079
Chile,2008,301.551178
Chile,2009,292.2599182
Chile,2010,302.5497437
Chile,2011,335.9983215
Chile,2012,341.7345581
Chile,2013,344.1625977
Chile,2014,330.0549622
Chile,2015,332.7225952
Chile,2016,356.7735291
Chile,2017,348.0941467
Chile,2018,354.1447754
Chile,2019,365.5866394
Chile,2020,330.4589844
Chile,2021,339.6113281
China,1965,1470.853516
China,1966,1602.817261
China,1967,1443.751587
China,1968,1449.068237
China,1969,1776.408569
China,1970,2290.621094
China,1971,2714.148926
China,1972,2921.400879
China,1973,3077.996582
China,1974,3163.529297
China,1975,3551.485352
China,1976,3744.145508
China,1977,4088.733887
China,1978,4504.212891
China,1979,4628.246094
China,1980,4655.374023
China,1981,4570.12793
China,1982,4756.829102
China,1983,5042.164063
China,1984,5428.434082
China,1985,5877.182129
China,1986,6164.526855
China,1987,6654.468262
China,1988,7144.303223
China,1989,7486.302734
China,1990,7563.272461
China,1991,7968.689941
China,1992,8386.549805
China,1993,9003.101563
China,1994,9509.277344
China,1995,9741.276367
China,1996,10305.78027
China,1997,10351.44238
China,1998,10363.4707
China,1999,10752.9082
China,2000,11085.25879
China,2001,11595.46094
China,2002,12657.19043
China,2003,14859.56738
China,2004,17332.89258
China,2005,19713.34375
China,2006,21612.98828
China,2007,23448.25977
China,2008,23943.33984
China,2009,25087.55859
China,2010,26642.34375
China,2011,28883.00391
China,2012,29581.5625
China,2013,30523.66406
China,2014,30937.31836
China,2015,31033.99609
China,2016,31191.83594
China,2017,31973.57617
China,2018,32888.70703
China,2019,33692.98828
China,2020,34232.88281
China,2021,36222.58594
Colombia,1965,78.4180603
Colombia,1966,85.23656464
Colombia,1967,90.19166565
Colombia,1968,94.27542114
Colombia,1969,94.61717224
Colombia,1970,102.890831
Colombia,1971,99.80883789
Colombia,1972,112.3900757
Colombia,1973,110.454361
Colombia,1974,123.4545898
Colombia,1975,123.3644257
Colombia,1976,128.254425
Colombia,1977,131.2259827
Colombia,1978,137.8931427
Colombia,1979,145.2824097
Colombia,1980,145.0753937
Colombia,1981,150.0361786
Colombia,1982,155.9741516
Colombia,1983,165.7624817
Colombia,1984,166.3444519
Colombia,1985,171.2021179
Colombia,1986,170.4502258
Colombia,1987,185.239212
Colombia,1988,181.8675842
Colombia,1989,188.6732788
Colombia,1990,169.5889282
Colombia,1991,178.4960938
Colombia,1992,205.2017365
Colombia,1993,216.6407928
Colombia,1994,226.5526123
Colombia,1995,231.569397
Colombia,1996,230.6096954
Colombia,1997,251.5290222
Colombia,1998,254.6551819
Colombia,1999,221.122467
Colombia,2000,220.9661865
Colombia,2001,214.326355
Colombia,2002,207.3789368
Colombia,2003,212.4953003
Colombia,2004,212.8091431
Colombia,2005,211.6822205
Colombia,2006,239.8984833
Colombia,2007,236.8718719
Colombia,2008,260.9395142
Colombia,2009,265.6820679
Colombia,2010,284.4907227
Colombia,2011,275.576355
Colombia,2012,307.0211792
Colombia,2013,319.4382324
Colombia,2014,340.3184509
Colombia,2015,345.7924194
Colombia,2016,364.7016602
Colombia,2017,342.500885
Colombia,2018,353.5419312
Colombia,2019,375.7756958
Colombia,2020,333.3386841
Colombia,2021,357.8779907
Croatia,1990,89.20178986
Croatia,1991,67.41936493
Croatia,1992,67.64407349
Croatia,1993,70.49165344
Croatia,1994,68.77319336
Croatia,1995,71.01693726
Croatia,1996,70.96238708
Croatia,1997,76.04705048
Croatia,1998,80.89738464
Croatia,1999,80.41928101
Croatia,2000,77.46546936
Croatia,2001,80.42145538
Croatia,2002,84.54284668
Croatia,2003,90.49130249
Croatia,2004,88.54532623
Croatia,2005,89.06604004
Croatia,2006,89.03257751
Croatia,2007,95.01378632
Croatia,2008,91.40180969
Croatia,2009,85.49280548
Croatia,2010,82.44184875
Croatia,2011,79.79888916
Croatia,2012,72.79537201
Croatia,2013,70.36751556
Croatia,2014,68.6693573
Croatia,2015,70.38391113
Croatia,2016,72.1076355
Croatia,2017,75.56106567
Croatia,2018,71.60204315
Croatia,2019,72.60490417
Croatia,2020,67.61569214
Croatia,2021,70.47918701
Cyprus,1965,4.680250168
Cyprus,1966,5.338632107
Cyprus,1967,5.787254333
Cyprus,1968,6.427251339
Cyprus,1969,7.589793682
Cyprus,1970,8.004829407
Cyprus,1971,9.548513412
Cyprus,1972,10.73702335
Cyprus,1973,11.51916981
Cyprus,1974,10.21308422
Cyprus,1975,8.530229568
Cyprus,1976,8.673059464
Cyprus,1977,9.796983719
Cyprus,1978,10.04448509
Cyprus,1979,10.19283295
Cyprus,1980,10.27866459
Cyprus,1981,9.856193542
Cyprus,1982,11.81379128
Cyprus,1983,12.43067932
Cyprus,1984,12.61248875
Cyprus,1985,13.56537914
Cyprus,1986,14.14343834
Cyprus,1987,17.28082466
Cyprus,1988,17.84500504
Cyprus,1989,18.31203079
Cyprus,1990,19.27453613
Cyprus,1991,19.51215553
Cyprus,1992,22.79667854
Cyprus,1993,23.69017792
Cyprus,1994,23.73235893
Cyprus,1995,25.23067093
Cyprus,1996,25.60481834
Cyprus,1997,25.85162163
Cyprus,1998,27.44660568
Cyprus,1999,28.88067818
Cyprus,2000,30.26110458
Cyprus,2001,30.60965157
Cyprus,2002,30.18593597
Cyprus,2003,32.0882988
Cyprus,2004,31.22618866
Cyprus,2005,34.99014664
Cyprus,2006,34.4075737
Cyprus,2007,34.96596527
Cyprus,2008,35.64310455
Cyprus,2009,34.73048782
Cyprus,2010,33.67438889
Cyprus,2011,33.02655792
Cyprus,2012,30.69276047
Cyprus,2013,27.18963242
Cyprus,2014,27.29543877
Cyprus,2015,27.96931839
Cyprus,2016,30.47053528
Cyprus,2017,31.31027031
Cyprus,2018,31.10297394
Cyprus,2019,30.97951698
Cyprus,2020,26.39203835
Czechia,1965,462.1787415
Czechia,1966,466.0641174
Czechia,1967,459.3338928
Czechia,1968,480.5535583
Czechia,1969,501.9915161
Czechia,1970,521.8141479
Czechia,1971,550.1290894
Czechia,1972,553.1077271
Czechia,1973,556.9680786
Czechia,1974,560.7926636
Czechia,1975,583.9356079
Czechia,1976,601.4528198
Czechia,1977,619.8320313
Czechia,1978,628.991272
Czechia,1979,634.3289795
Czechia,1980,613.7418823
Czechia,1981,610.1308594
Czechia,1982,604.0663452
Czechia,1983,604.5161743
Czechia,1984,622.9482422
Czechia,1985,619.7671509
Czechia,1986,615.5581665
Czechia,1987,615.6018066
Czechia,1988,616.3787842
Czechia,1989,595.9054565
Czechia,1990,507.6008301
Czechia,1991,459.9941711
Czechia,1992,444.0542603
Czechia,1993,438.4952393
Czechia,1994,424.2692871
Czechia,1995,444.1142578
Czechia,1996,459.4503174
Czechia,1997,439.8925171
Czechia,1998,424.467926
Czechia,1999,403.4443665
Czechia,2000,428.3727722
Czechia,2001,435.4642029
Czechia,2002,424.6539001
Czechia,2003,436.257843
Czechia,2004,446.5465698
Czechia,2005,442.4450073
Czechia,2006,447.7984314
Czechia,2007,442.3925171
Czechia,2008,429.7097168
Czechia,2009,403.8886108
Czechia,2010,419.1033325
Czechia,2011,402.4611816
Czechia,2012,392.8215637
Czechia,2013,379.3299561
Czechia,2014,370.3103943
Czechia,2015,370.1322021
Czechia,2016,371.27948
Czechia,2017,381.2268982
Czechia,2018,376.8691101
Czechia,2019,368.1835327
Czechia,2020,332.474884
Czechia,2021,354.3769226
Denmark,1965,166.1343384
Denmark,1966,188.9825134
Denmark,1967,190.0495453
Denmark,1968,198.6047668
Denmark,1969,227.9815369
Denmark,1970,242.9184418
Denmark,1971,229.5641937
Denmark,1972,242.2713013
Denmark,1973,234.3985901
Denmark,1974,213.2429199
Denmark,1975,210.1773682
Denmark,1976,231.3869934
Denmark,1977,236.112381
Denmark,1978,239.5298767
Denmark,1979,239.0351257
Denmark,1980,232.82901
Denmark,1981,209.1113281
Denmark,1982,199.8500671
Denmark,1983,189.8290558
Denmark,1984,192.9998779
Denmark,1985,217.460968
Denmark,1986,222.0247192
Denmark,1987,213.8451385
Denmark,1988,211.0913239
Denmark,1989,194.0778198
Denmark,1990,199.4032135
Denmark,1991,229.4568939
Denmark,1992,213.684906
Denmark,1993,225.8403778
Denmark,1994,242.7670135
Denmark,1995,237.9839478
Denmark,1996,283.546936
Denmark,1997,254.1062927
Denmark,1998,241.8293152
Denmark,1999,232.7891388
Denmark,2000,219.7367554
Denmark,2001,219.6565094
Denmark,2002,216.4253845
Denmark,2003,231.0804138
Denmark,2004,213.308136
Denmark,2005,204.2029572
Denmark,2006,229.5380859
Denmark,2007,213.3766327
Denmark,2008,204.9568787
Denmark,2009,191.2702332
Denmark,2010,195.9301605
Denmark,2011,177.4569397
Denmark,2012,158.7411499
Denmark,2013,164.9578552
Denmark,2014,152.8818359
Denmark,2015,143.6287231
Denmark,2016,146.8505249
Denmark,2017,138.4473267
Denmark,2018,138.6994781
Denmark,2019,128.7185974
Denmark,2020,106.3329315
Denmark,2021,110.1836929
Eastern Africa (BP),1966,97.10403442
Eastern Africa (BP),1967,102.1011353
Eastern Africa (BP),1968,105.9133301
Eastern Africa (BP),1969,113.3208008
Eastern Africa (BP),1970,120.3648987
Eastern Africa (BP),1971,128.6937256
Eastern Africa (BP),1972,129.0117798
Eastern Africa (BP),1973,137.2908325
Eastern Africa (BP),1974,133.8280334
Eastern Africa (BP),1975,128.4181061
Eastern Africa (BP),1976,139.1632996
Eastern Africa (BP),1977,134.4625854
Eastern Africa (BP),1978,132.3049011
Eastern Africa (BP),1979,132.9420624
Eastern Africa (BP),1980,136.651123
Eastern Africa (BP),1981,130.933197
Eastern Africa (BP),1982,125.2259827
Eastern Africa (BP),1983,133.174469
Eastern Africa (BP),1984,130.3485718
Eastern Africa (BP),1985,138.0025787
Eastern Africa (BP),1986,146.1596985
Eastern Africa (BP),1987,152.3894348
Eastern Africa (BP),1988,164.0726776
Eastern Africa (BP),1989,167.0440216
Eastern Africa (BP),1990,183.9694519
Eastern Africa (BP),1991,173.7123108
Eastern Africa (BP),1992,174.7936859
Eastern Africa (BP),1993,187.1608276
Eastern Africa (BP),1994,190.181366
Eastern Africa (BP),1995,194.9837952
Eastern Africa (BP),1996,192.1439667
Eastern Africa (BP),1997,202.46698
Eastern Africa (BP),1998,201.2574158
Eastern Africa (BP),1999,205.1719666
Eastern Africa (BP),2000,198.7233582
Eastern Africa (BP),2001,210.2297363
Eastern Africa (BP),2002,208.5358276
Eastern Africa (BP),2003,210.3133392
Eastern Africa (BP),2004,231.2327576
Eastern Africa (BP),2005,240.1217804
Eastern Africa (BP),2006,246.3724213
Eastern Africa (BP),2007,253.9267883
Eastern Africa (BP),2008,253.6646271
Eastern Africa (BP),2009,267.9420471
Eastern Africa (BP),2010,286.7648926
Eastern Africa (BP),2011,301.7735291
Eastern Africa (BP),2012,307.7750549
Eastern Africa (BP),2013,337.3500977
Eastern Africa (BP),2014,372.7306519
Eastern Africa (BP),2015,392.3346558
Eastern Africa (BP),2016,392.0428772
Eastern Africa (BP),2017,421.1737366
Eastern Africa (BP),2018,441.3840332
Eastern Africa (BP),2019,434.4116211
Eastern Africa (BP),2020,388.125824
Eastern Africa (BP),2021,416.8178101
Ecuador,1965,7.920637608
Ecuador,1966,8.269749641
Ecuador,1967,8.931145668
Ecuador,1968,10.67214203
Ecuador,1969,11.29305077
Ecuador,1970,13.57544422
Ecuador,1971,14.93027878
Ecuador,1972,15.64336109
Ecuador,1973,16.86566734
Ecuador,1974,19.70928574
Ecuador,1975,19.60131264
Ecuador,1976,21.83575821
Ecuador,1977,26.44342422
Ecuador,1978,27.044981
Ecuador,1979,28.50153351
Ecuador,1980,36.23963165
Ecuador,1981,40.75156021
Ecuador,1982,44.66588211
Ecuador,1983,41.24980545
Ecuador,1984,42.01079178
Ecuador,1985,51.27231598
Ecuador,1986,52.04239273
Ecuador,1987,52.35196686
Ecuador,1988,61.80081558
Ecuador,1989,63.7986145
Ecuador,1990,66.23651123
Ecuador,1991,74.42925262
Ecuador,1992,74.27256775
Ecuador,1993,75.05091095
Ecuador,1994,80.9092865
Ecuador,1995,79.55852509
Ecuador,1996,89.15608215
Ecuador,1997,100.8997498
Ecuador,1998,101.6055984
Ecuador,1999,89.00920868
Ecuador,2000,81.62248993
Ecuador,2001,84.71087646
Ecuador,2002,82.14730835
Ecuador,2003,85.78331757
Ecuador,2004,92.68764496
Ecuador,2005,100.6885681
Ecuador,2006,106.9346848
Ecuador,2007,107.9964142
Ecuador,2008,110.8775558
Ecuador,2009,113.3410645
Ecuador,2010,130.4317474
Ecuador,2011,133.0118408
Ecuador,2012,139.3939056
Ecuador,2013,148.2840576
Ecuador,2014,155.9324188
Ecuador,2015,151.0203857
Ecuador,2016,142.9920654
Ecuador,2017,139.2006836
Ecuador,2018,149.2991333
Ecuador,2019,143.9079895
Ecuador,2020,116.2773743
Ecuador,2021,142.7916565
Egypt,1965,86.55230713
Egypt,1966,91.06561279
Egypt,1967,76.7694931
Egypt,1968,80.24432373
Egypt,1969,61.57465744
Egypt,1970,77.56635284
Egypt,1971,79.06658936
Egypt,1972,89.02644348
Egypt,1973,83.33530426
Egypt,1974,93.95104218
Egypt,1975,104.2025223
Egypt,1976,124.9576797
Egypt,1977,134.5471344
Egypt,1978,140.9897308
Egypt,1979,157.6716003
Egypt,1980,182.677124
Egypt,1981,210.894928
Egypt,1982,237.9748993
Egypt,1983,261.788147
Egypt,1984,288.6369019
Egypt,1985,301.7988892
Egypt,1986,309.786438
Egypt,1987,330.1074829
Egypt,1988,335.7695923
Egypt,1989,353.4147644
Egypt,1990,361.8925171
Egypt,1991,367.111145
Egypt,1992,363.647522
Egypt,1993,363.069397
Egypt,1994,381.5049438
Egypt,1995,404.7259521
Egypt,1996,427.3187561
Egypt,1997,445.6936035
Egypt,1998,464.5144043
Egypt,1999,497.1098633
Egypt,2000,526.3706055
Egypt,2001,550.4415283
Egypt,2002,568.7730103
Egypt,2003,607.6345825
Egypt,2004,643.6225586
Egypt,2005,661.7480469
Egypt,2006,698.5427246
Egypt,2007,742.5011597
Egypt,2008,786.800415
Egypt,2009,820.3059692
Egypt,2010,855.1743774
Egypt,2011,897.4458008
Egypt,2012,934.4486084
Egypt,2013,927.7029419
Egypt,2014,915.914856
Egypt,2015,929.6560059
Egypt,2016,983.2111206
Egypt,2017,1024.6521
Egypt,2018,1023.593079
Egypt,2019,993.5245972
Egypt,2020,919.1224976
Egypt,2021,988.2385254
Estonia,1985,118.4526138
Estonia,1986,117.8828506
Estonia,1987,119.6663437
Estonia,1988,117.6328659
Estonia,1989,121.2250519
Estonia,1990,127.5705032
Estonia,1991,116.7320862
Estonia,1992,81.38799286
Estonia,1993,67.58692169
Estonia,1994,68.5388031
Estonia,1995,62.14657593
Estonia,1996,65.9965744
Estonia,1997,65.00201416
Estonia,1998,58.29282379
Estonia,1999,53.68364716
Estonia,2000,55.29660416
Estonia,2001,57.75082779
Estonia,2002,57.49925613
Estonia,2003,62.68629074
Estonia,2004,63.91667557
Estonia,2005,64.14318085
Estonia,2006,63.29178619
Estonia,2007,73.31503296
Estonia,2008,67.23301697
Estonia,2009,57.06088638
Estonia,2010,69.84724426
Estonia,2011,69.31333923
Estonia,2012,68.93670654
Estonia,2013,73.68560028
Estonia,2014,69.83932495
Estonia,2015,63.88506699
Estonia,2016,65.99988556
Estonia,2017,72.88536072
Estonia,2018,71.61901855
Estonia,2019,56.05615234
Estonia,2020,49.99137497
Estonia,2021,56.01558304
Europe,1965,18040.60938
Europe,1966,18725.2168
Europe,1967,19468.81641
Europe,1968,20525.17188
Europe,1969,21843.6875
Europe,1970,23158.88477
Europe,1971,23970.35352
Europe,1972,25122.73438
Europe,1973,26532.68359
Europe,1974,26674.38281
Europe,1975,26900.47656
Europe,1976,28305.39063
Europe,1977,28758.29102
Europe,1978,29879.76563
Europe,1979,30836.88867
Europe,1980,30477.55859
Europe,1981,29954.54297
Europe,1982,29827.78125
Europe,1983,30016.5957
Europe,1984,30561.48047
Europe,1985,29190.62305
Europe,1986,29672.89063
Europe,1987,30192.58398
Europe,1988,30268.70703
Europe,1989,30267.36328
Europe,1990,30294.46484
Europe,1991,29727.39063
Europe,1992,28377.81445
Europe,1993,27054.71094
Europe,1994,25791.86328
Europe,1995,25627.85938
Europe,1996,25797.25781
Europe,1997,25171.71875
Europe,1998,25279.70703
Europe,1999,25111.07031
Europe,2000,25304.49219
Europe,2001,25622.6875
Europe,2002,25567.12305
Europe,2003,26161.66016
Europe,2004,26339.92578
Europe,2005,26405.63672
Europe,2006,26837.95313
Europe,2007,26584.8125
Europe,2008,26352.91797
Europe,2009,24494.67578
Europe,2010,25342.33203
Europe,2011,25048.05469
Europe,2012,24680.61523
Europe,2013,24132.08594
Europe,2014,23097.71094
Europe,2015,22971.08008
Europe,2016,23374.94531
Europe,2017,23485.39844
Europe,2018,23680.54883
Europe,2019,23134.76172
Europe,2020,21091.24805
Europe,2021,22414.80469
Europe (BP),1965,11454.48535
Europe (BP),1966,11743.99023
Europe (BP),1967,12107.0791
Europe (BP),1968,12937.94922
Europe (BP),1969,13947.43945
Europe (BP),1970,14866.38867
Europe (BP),1971,15270.30859
Europe (BP),1972,15968.65723
Europe (BP),1973,16922.31641
Europe (BP),1974,16550.16016
Europe (BP),1975,16263.38086
Europe (BP),1976,17305.66602
Europe (BP),1977,17325.49805
Europe (BP),1978,18001.02539
Europe (BP),1979,18614.58203
Europe (BP),1980,18044.09961
Europe (BP),1981,17279.13867
Europe (BP),1982,16835.30664
Europe (BP),1983,16795.07031
Europe (BP),1984,16967.19922
Europe (BP),1985,20332.08008
Europe (BP),1986,20652.62109
Europe (BP),1987,20936.21289
Europe (BP),1988,20871.27344
Europe (BP),1989,20871.49023
Europe (BP),1990,21075.07813
Europe (BP),1991,20667.89063
Europe (BP),1992,19782.46875
Europe (BP),1993,19207.15234
Europe (BP),1994,18713.75977
Europe (BP),1995,19083.49023
Europe (BP),1996,19547.41406
Europe (BP),1997,19366.11719
Europe (BP),1998,19496.2168
Europe (BP),1999,19304.0957
Europe (BP),2000,19464.26367
Europe (BP),2001,19657.87109
Europe (BP),2002,19643.24805
Europe (BP),2003,20136.75391
Europe (BP),2004,20289.83984
Europe (BP),2005,20406.79883
Europe (BP),2006,20599.51367
Europe (BP),2007,20419.21289
Europe (BP),2008,20125.48242
Europe (BP),2009,18704.33008
Europe (BP),2010,19244.77148
Europe (BP),2011,18762.00586
Europe (BP),2012,18423.60156
Europe (BP),2013,18013.76953
Europe (BP),2014,17047.54688
Europe (BP),2015,17161.93359
Europe (BP),2016,17493.52734
Europe (BP),2017,17673.52344
Europe (BP),2018,17506.37695
Europe (BP),2019,17015.25195
Europe (BP),2020,15344.5918
Europe (BP),2021,16150.32813
European Union (27),1965,8769.010742
European Union (27),1966,9030.785156
European Union (27),1967,9390.282227
European Union (27),1968,10091.09961
European Union (27),1969,10985.85742
European Union (27),1970,11787.68457
European Union (27),1971,12176.87305
European Union (27),1972,12811.50488
European Union (27),1973,13575.49316
European Union (27),1974,13356.00977
European Union (27),1975,13184.34668
European Union (27),1976,14138.47754
European Union (27),1977,14078.22559
European Union (27),1978,14664.43359
European Union (27),1979,15154.92676
European Union (27),1980,14826.71777
European Union (27),1981,14142.24414
European Union (27),1982,13717.0957
European Union (27),1983,13612.35938
European Union (27),1984,13770.93359
European Union (27),1985,14275.28027
European Union (27),1986,14405.80566
European Union (27),1987,14605.10742
European Union (27),1988,14559.60156
European Union (27),1989,14678.34375
European Union (27),1990,14522.11035
European Union (27),1991,14343.88281
European Union (27),1992,13967.18262
European Union (27),1993,13742.74023
European Union (27),1994,13651.19629
European Union (27),1995,13998.87305
European Union (27),1996,14416.20313
European Union (27),1997,14279.39844
European Union (27),1998,14426.99707
European Union (27),1999,14295.33691
European Union (27),2000,14324.3125
European Union (27),2001,14544.67773
European Union (27),2002,14537.02148
European Union (27),2003,14883.64063
European Union (27),2004,14975.37598
European Union (27),2005,15023.02344
European Union (27),2006,15102.70605
European Union (27),2007,14904.10938
European Union (27),2008,14666.04102
European Union (27),2009,13641.17188
European Union (27),2010,14012.45117
European Union (27),2011,13551.47266
European Union (27),2012,13196.95898
European Union (27),2013,12903.21191
European Union (27),2014,12207.49609
European Union (27),2015,12455.84082
European Union (27),2016,12678.60547
European Union (27),2017,12866.5127
European Union (27),2018,12751.10254
European Union (27),2019,12387.99414
European Union (27),2020,11083.48633
European Union (27),2021,11759.01367
Finland,1965,87.74530029
Finland,1966,100.6692047
Finland,1967,103.8644943
Finland,1968,119.0153275
Finland,1969,139.060257
Finland,1970,153.5454407
Finland,1971,154.9983368
Finland,1972,166.0177002
Finland,1973,185.4941711
Finland,1974,170.3766022
Finland,1975,175.1491394
Finland,1976,196.0022278
Finland,1977,193.423584
Finland,1978,207.7491455
Finland,1979,214.705307
Finland,1980,214.6627502
Finland,1981,185.5308228
Finland,1982,177.9197998
Finland,1983,171.2768707
Finland,1984,180.0043335
Finland,1985,195.5649109
Finland,1986,198.6323547
Finland,1987,208.1469116
Finland,1988,207.6969299
Finland,1989,211.289856
Finland,1990,220.1529236
Finland,1991,220.412384
Finland,1992,214.5442657
Finland,1993,217.0834503
Finland,1994,238.4168091
Finland,1995,218.8535461
Finland,1996,238.3111115
Finland,1997,231.6507568
Finland,1998,227.86586
Finland,1999,227.3243408
Finland,2000,224.1629944
Finland,2001,237.2848969
Finland,2002,245.9747925
Finland,2003,273.5923767
Finland,2004,253.2828979
Finland,2005,223.2770691
Finland,2006,253.2843628
Finland,2007,246.2128906
Finland,2008,223.6883392
Finland,2009,212.7007294
Finland,2010,237.3933258
Finland,2011,214.8258667
Finland,2012,194.5039368
Finland,2013,202.2497101
Finland,2014,186.6282196
Finland,2015,175.8735504
Finland,2016,185.2966309
Finland,2017,175.7126312
Finland,2018,180.0423737
Finland,2019,170.7122955
Finland,2020,150.318161
Finland,2021,150.5997925
France,1965,1168.483765
France,1966,1181.733521
France,1967,1285.171753
France,1968,1345.749023
France,1969,1490.121094
France,1970,1615.03125
France,1971,1699.40918
France,1972,1813.457397
France,1973,1988.103882
France,1974,1923.953491
France,1975,1779.187134
France,1976,1950.36792
France,1977,1890.528809
France,1978,1975.616455
France,1979,2021.116455
France,1980,1923.09436
France,1981,1767.746094
France,1982,1677.903687
France,1983,1635.610229
France,1984,1589.159668
France,1985,1582.289673
France,1986,1555.140625
France,1987,1544.503174
France,1988,1531.791016
France,1989,1571.7229
France,1990,1601.255005
France,1991,1707.94043
France,1992,1677.704224
France,1993,1606.060791
France,1994,1551.727051
France,1995,1585.171021
France,1996,1654.882202
France,1997,1624.681396
France,1998,1718.928589
France,1999,1722.829102
France,2000,1719.706665
France,2001,1725.439575
France,2002,1697.533447
France,2003,1730.168945
France,2004,1742.165771
France,2005,1742.588379
France,2006,1711.230469
France,2007,1675.235352
France,2008,1661.716064
France,2009,1587.676514
France,2010,1609.974487
France,2011,1503.186768
France,2012,1500.31189
France,2013,1501.053711
France,2014,1364.984985
France,2015,1392.824585
France,2016,1422.166016
France,2017,1437.183472
France,2018,1404.102905
France,2019,1384.474365
France,2020,1204.725708
France,2021,1303.038208
Germany,1965,2921.021729
Germany,1966,2924.401367
Germany,1967,2916.714844
Germany,1968,3115.431396
Germany,1969,3365.21875
Germany,1970,3537.805908
Germany,1971,3582.936279
Germany,1972,3700.9021
Germany,1973,3904.608154
Germany,1974,3821.408447
Germany,1975,3642.041992
Germany,1976,3888.080566
Germany,1977,3834.15918
Germany,1978,3969.184082
Germany,1979,4176.208496
Germany,1980,4018.833984
Germany,1981,3856.635498
Germany,1982,3687.19873
Germany,1983,3736.758545
Germany,1984,3811.102539
Germany,1985,3840.231201
Germany,1986,3824.397949
Germany,1987,3824.256104
Germany,1988,3796.159668
Germany,1989,3741.838379
Germany,1990,3703.867188
Germany,1991,3620.402832
Germany,1992,3497.780029
Germany,1993,3492.760254
Germany,1994,3456.351563
Germany,1995,3462.442383
Germany,1996,3578.189697
Germany,1997,3496.778809
Germany,1998,3481.879395
Germany,1999,3392.879883
Germany,2000,3391.776367
Germany,2001,3460.381348
Germany,2002,3408.056396
Germany,2003,3405.056641
Germany,2004,3366.810547
Germany,2005,3308.255371
Germany,2006,3360.617188
Germany,2007,3214.107422
Germany,2008,3225.883789
Germany,2009,3018.432129
Germany,2010,3134.528809
Germany,2011,3032.669189
Germany,2012,3052.563965
Germany,2013,3147.404541
Germany,2014,2963.163086
Germany,2015,2981.134277
Germany,2016,3062.101074
Germany,2017,3065.357422
Germany,2018,2951.879883
Germany,2019,2811.784668
Germany,2020,2545.103271
Germany,2021,2655.218262
Greece,1965,76.77763367
Greece,1966,81.5344696
Greece,1967,90.48912811
Greece,1968,95.09315491
Greece,1969,98.64524841
Greece,1970,108.5680542
Greece,1971,130.7907715
Greece,1972,147.6006165
Greece,1973,172.3602295
Greece,1974,167.9979553
Greece,1975,192.3313293
Greece,1976,213.5176697
Greece,1977,221.5067902
Greece,1978,222.3471375
Greece,1979,192.4918823
Greece,1980,191.0392151
Greece,1981,186.4432068
Greece,1982,188.6533203
Greece,1983,193.3794098
Greece,1984,200.6747284
Greece,1985,212.6161652
Greece,1986,211.8142242
Greece,1987,233.8568878
Greece,1988,248.6013641
Greece,1989,271.4484863
Greece,1990,282.0756226
Greece,1991,282.3126831
Greece,1992,290.077301
Greece,1993,293.6408386
Greece,1994,297.8455811
Greece,1995,306.2550964
Greece,1996,311.8312378
Greece,1997,322.458252
Greece,1998,343.5747986
Greece,1999,340.6441345
Greece,2000,360.7983398
Greece,2001,367.39151
Greece,2002,365.8954468
Greece,2003,381.1978455
Greece,2004,381.1408386
Greece,2005,381.2219543
Greece,2006,388.8902588
Greece,2007,405.324707
Greece,2008,390.0675659
Greece,2009,368.8484497
Greece,2010,343.5203247
Greece,2011,342.4172363
Greece,2012,315.2585144
Greece,2013,283.3297119
Greece,2014,269.8937073
Greece,2015,266.3535156
Greece,2016,260.5870667
Greece,2017,224.3943787
Greece,2018,273.9536438
Greece,2019,266.1958923
Greece,2020,228.1806946
Greece,2021,233.548584
High-income countries,1965,28374.73047
High-income countries,1966,29713.39844
High-income countries,1967,30931.20313
High-income countries,1968,33035.97266
High-income countries,1969,35224.10547
High-income countries,1970,37208.07813
High-income countries,1971,38106.69141
High-income countries,1972,39969.13281
High-income countries,1973,42273.45703
High-income countries,1974,41205.40625
High-income countries,1975,39890.16016
High-income countries,1976,42252.03125
High-income countries,1977,43073.32813
High-income countries,1978,44094.09375
High-income countries,1979,45340.70313
High-income countries,1980,43788.96094
High-income countries,1981,42406.46875
High-income countries,1982,40776.33594
High-income countries,1983,40525.28906
High-income countries,1984,42273.33594
High-income countries,1985,42829.80469
High-income countries,1986,43311.30469
High-income countries,1987,44436.19141
High-income countries,1988,45986.45703
High-income countries,1989,46878.10547
High-income countries,1990,46965.9375
High-income countries,1991,47150.10938
High-income countries,1992,47736.08594
High-income countries,1993,48224
High-income countries,1994,49336.64063
High-income countries,1995,50482.16406
High-income countries,1996,52168.46875
High-income countries,1997,52813.23438
High-income countries,1998,53056.84375
High-income countries,1999,53829.85156
High-income countries,2000,54933.51953
High-income countries,2001,54968.45703
High-income countries,2002,55500.33203
High-income countries,2003,56522.19531
High-income countries,2004,57543.06641
High-income countries,2005,57882.49609
High-income countries,2006,57898.44922
High-income countries,2007,58635.71484
High-income countries,2008,57929.69141
High-income countries,2009,54835.20313
High-income countries,2010,57212.16406
High-income countries,2011,56689.71094
High-income countries,2012,56492.6875
